pl_name,hostname,discoverymethod,disc_year,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
TOI-4562 c,TOI-4562,Transit Timing Variations,2024,F,6096.0,1.152,1.192,0.08,4.39,339.605,12.14,10.619,11.9551
TOI-4600 b,TOI-4600,Transit,2023,K,5170.0,0.81,0.89,0.16,4.57,216.056,12.577,10.571,12.4406
TOI-4600 c,TOI-4600,Transit,2023,K,5170.0,0.81,0.89,0.16,4.57,216.056,12.577,10.571,12.4406
TOI-4602.01,TOI-4602,Transit,2024,G,5966.0,1.08,0.9,-0.26,4.34,63.0637,8.32,6.883,8.17303
TOI-4603 b,TOI-4603,Transit,2023,F,6264.0,2.738,1.765,0.342,3.81,225.643,9.24,7.786,9.07469
TOI-4633 c,TOI-4633,Transit,2024,G,5800.0,1.05,1.1,0.2379,4.02198,95.2016,9.017,7.349,8.81983
TOI-4666 b,TOI-4666,Transit,2025,M,3793.0,0.585,0.576,0.79,4.664,154.749,15.333,11.085,14.3906
TOI-470 b,TOI-470,Transit,2023,G,5190.0,0.831,0.87,0.1,4.54,130.46,11.171,9.422,11.2461
TOI-481 b,TOI-481,Transit,2020,G,5735.0,1.66,1.14,0.26,4.06,179.366,9.972,8.443,9.84659
TOI-4860 b,TOI-4860,Transit,2023,M,3260.0,0.358,0.34,0.27,4.86,80.1423,16.47,11.175,15.1091
TOI-4940 b,TOI-4940,Transit,2025,G,5504.0,1.163,1.012,0.326,4.232,345.659,12.448,10.769,12.3039
TOI-500 b,TOI-500,Transit,2022,K,4440.0,0.678,0.74,0.12,4.618,47.3924,10.54,7.715,10.1026
TOI-500 c,TOI-500,Radial Velocity,2022,K,4440.0,0.678,0.74,0.12,4.618,47.3924,10.54,7.715,10.1026
TOI-500 d,TOI-500,Radial Velocity,2022,K,4440.0,0.678,0.74,0.12,4.618,47.3924,10.54,7.715,10.1026
TOI-500 e,TOI-500,Radial Velocity,2022,K,4440.0,0.678,0.74,0.12,4.618,47.3924,10.54,7.715,10.1026
TOI-5005 b,TOI-5005,Transit,2024,G,5749.0,0.93,0.97,0.15,4.43,207.891,11.867,10.004,11.6382
TOI-5007 b,TOI-5007,Transit,2026,M,3793.0,0.656,0.632,0.43,4.604,203.352,15.327,11.307,14.6524
TOI-5076 b,TOI-5076,Transit,2024,K,4780.0,0.844,0.789,0.082,4.483,82.857,10.9,8.582,10.5927
TOI-5126 b,TOI-5126,Transit,2023,F,6150.0,1.241,1.24,0.18,4.224,160.414,10.141,8.777,9.93629
TOI-5126 c,TOI-5126,Transit,2023,F,6150.0,1.241,1.24,0.18,4.224,160.414,10.141,8.777,9.93629
TOI-5143 c,TOI-5143,Transit,2025,K,5183.0,0.852,0.864,0.107,4.514,181.38,11.935,9.98,11.8113
TOI-5153 b,TOI-5153,Transit,2022,F,6300.0,1.4,1.24,0.12,4.3,390.484,11.932,10.408,11.5779
TOI-519 b,TOI-519,Transit,2021,M,3322.0,0.35,0.335,0.27,4.87,115.557,17.35,11.951,15.7067
TOI-5205 b,TOI-5205,Transit,2023,M,3430.0,0.394,0.392,0.0,4.84,86.4493,15.899,11.006,14.9317
TOI-521 b,TOI-521,Transit,2025,M,3544.0,0.421,0.42,-0.12,4.97,60.9425,14.691,10.089,13.5861
TOI-5292 A b,TOI-5292 A,Transit,2026,M,3919.0,0.611,0.596,0.33,4.642,337.095,16.416,12.777,15.9091
TOI-5293 A b,TOI-5293 A,Transit,2023,M,3586.0,0.52,0.54,-0.03,4.77,162.229,16.19,11.639,14.9816
TOI-530 b,TOI-530,Transit,2021,M,3659.0,0.54,0.53,0.376,4.7,148.762,15.403,11.238,14.6439
TOI-5300 b,TOI-5300,Transit,2025,K,4610.0,0.65,0.67,-0.17,4.64,162.51,13.869,10.568,13.2333
TOI-5349 b,TOI-5349,Transit,2026,M,3751.0,0.58,0.61,0.5,4.72,188.336,15.685,11.514,14.8907
TOI-5388.01,TOI-5388,Transit,2024,M,3440.0,0.3,0.292,-0.36,4.99,18.5226,12.728,8.319,11.7284
TOI-5398 b,TOI-5398,Transit,2022,G,6000.0,1.051,1.146,0.09,4.44,130.855,10.059,8.713,9.98233
TOI-5398 c,TOI-5398,Transit,2023,G,6000.0,1.051,1.146,0.09,4.44,130.855,10.059,8.713,9.98233
TOI-5542 b,TOI-5542,Transit,2022,G,5700.0,1.058,0.89,-0.21,4.2,348.849,12.42,10.897,12.2819
TOI-558 b,TOI-558,Transit,2021,F,6466.0,1.496,1.349,-0.004,4.218,402.63,11.233,10.262,11.3253
TOI-559 b,TOI-559,Transit,2021,G,5925.0,1.233,1.026,-0.069,4.268,233.266,11.091,9.638,10.9777
TOI-561 b,TOI-561,Transit,2020,G,5342.0,0.843,0.806,-0.41,4.47,85.799,10.252,8.394,10.0128
TOI-561 c,TOI-561,Transit,2020,G,5342.0,0.843,0.806,-0.41,4.47,85.799,10.252,8.394,10.0128
TOI-561 d,TOI-561,Transit,2020,G,5342.0,0.843,0.806,-0.41,4.47,85.799,10.252,8.394,10.0128
TOI-561 e,TOI-561,Transit,2020,G,5342.0,0.843,0.806,-0.41,4.47,85.799,10.252,8.394,10.0128
TOI-5678 b,TOI-5678,Transit,2023,G,5485.0,0.938,0.905,0.0,4.34,165.393,11.438,9.563,11.1483
TOI-5713 b,TOI-5713,Transit,2024,M,3225.0,0.2992,0.2653,-0.03,4.91,40.8668,15.355,10.217,14.0104
TOI-5720 b,TOI-5720,Transit,2024,M,3325.0,0.383,0.383,0.03,5.01,35.8256,13.847,9.288,12.8215
TOI-5734 b,TOI-5734,Transit,2026,K,4750.0,0.639,0.724,-0.13,4.66,32.5102,9.613,6.987,9.19044
TOI-5789 b,TOI-5789,Radial Velocity,2026,K,5185.0,0.833,0.821,-0.12,4.511,20.4581,7.35063,5.35,7.09999
TOI-5789 c,TOI-5789,Transit,2026,K,5185.0,0.833,0.821,-0.12,4.511,20.4581,7.35063,5.35,7.09999
TOI-5789 d,TOI-5789,Radial Velocity,2026,K,5185.0,0.833,0.821,-0.12,4.511,20.4581,7.35063,5.35,7.09999
TOI-5789 e,TOI-5789,Radial Velocity,2026,K,5185.0,0.833,0.821,-0.12,4.511,20.4581,7.35063,5.35,7.09999
TOI-5795 b,TOI-5795,Transit,2025,G,5715.0,1.082,0.901,-0.27,4.32,156.53,10.708,9.168,10.6376
TOI-5799 b,TOI-5799,Transit,2024,M,3452.0,0.321,0.325,0.01,4.936,27.8123,13.29,8.952,12.3212
TOI-5799 c,TOI-5799,Transit,2025,M,3452.0,0.321,0.325,0.01,4.936,27.8123,13.29,8.952,12.3212
TOI-5800 b,TOI-5800,Transit,2025,K,4850.0,0.773,0.778,-0.04,4.56,42.9052,9.553001,7.191,9.21824
TOI-5817 b,TOI-5817,Transit,2025,G,5770.0,1.427,0.97,-0.24,4.12,80.7542,8.64,7.084,8.48343
TOI-5916 b,TOI-5916,Transit,2026,M,3613.0,0.48,0.477,0.09,4.755,199.724,16.602,12.235,15.6925
TOI-6002 b,TOI-6002,Transit,2024,M,3229.0,0.2432,0.2101,-0.18,4.989,32.0266,14.6,10.175,13.9558
TOI-6008 b,TOI-6008,Transit,2024,M,3075.0,0.242,0.23,0.3,5.01,23.1008,15.97,9.541,13.7122
TOI-6016 b,TOI-6016,Transit,2024,F,6110.0,1.51,1.31,0.28,4.19,364.715,11.886,10.224,11.9184
TOI-6041 b,TOI-6041,Transit,2025,G,5445.0,0.879,0.885,0.104,4.498,72.4731,9.838,8.061,9.70942
TOI-6041 c,TOI-6041,Radial Velocity,2025,G,5445.0,0.879,0.885,0.104,4.498,72.4731,9.838,8.061,9.70942
TOI-6086 b,TOI-6086,Transit,2024,M,3200.0,0.259,0.254,0.11,5.01,31.4566,14.981,9.989,13.6971
TOI-6109 b,TOI-6109,Transit,2025,G,5660.0,1.021,1.03,0.0895,4.45,151.738,11.05,9.251,10.8316
TOI-6109 c,TOI-6109,Transit,2025,G,5660.0,1.021,1.03,0.0895,4.45,151.738,11.05,9.251,10.8316
TOI-6130 b,TOI-6130,Transit,2024,F,6110.0,1.51,1.31,0.28,4.19,220.882,11.21,9.655,10.9775
TOI-615 b,TOI-615,Transit,2023,F,6850.0,1.732,1.449,-0.1,4.2,360.408,10.825,9.669,10.5775
TOI-620 b,TOI-620,Transit,2022,M,3708.0,0.55,0.577,0.35,4.718,33.0231,12.262,7.954,11.3104
TOI-622 b,TOI-622,Transit,2023,F,6400.0,1.415,1.313,0.09,4.2,123.297,8.995,7.858,8.89103
TOI-6223 b,TOI-6223,Transit,2025,M,3895.0,0.576,0.582,-0.12,4.682,133.122,14.22,10.689,13.6201
TOI-6478 b,TOI-6478,Transit,2025,M,3230.0,0.234,0.23,-0.53,5.016,38.6057,15.99,10.657,14.313
TOI-654.01,TOI-654,Transit,2024,M,3521.0,0.43,0.419,0.12,4.793,57.7553,14.54,9.918,13.4339
TOI-663 b,TOI-663,Transit,2024,M,3681.0,0.512,0.514,0.07,4.7266,64.2308,13.667,9.607,12.8191
TOI-663 c,TOI-663,Transit,2024,M,3681.0,0.512,0.514,0.07,4.7266,64.2308,13.667,9.607,12.8191
TOI-663 d,TOI-663,Transit,2024,M,3681.0,0.512,0.514,0.07,4.7266,64.2308,13.667,9.607,12.8191
TOI-6695 b,TOI-6695,Transit,2025,F,6400.0,1.517,1.338,0.2,4.202,282.536,10.768,9.512,10.7445
TOI-6695 c,TOI-6695,Radial Velocity,2025,F,6400.0,1.517,1.338,0.2,4.202,282.536,10.768,9.512,10.7445
TOI-6716 b,TOI-6716,Transit,2026,M,3110.0,0.231,0.223,0.0,5.06,18.8873,14.8,9.196,13.1269
TOI-672 b,TOI-672,Transit,2023,M,3810.0,0.54,0.54,-0.14,4.7,66.9071,13.576,9.507,12.7364
TOI-674 b,TOI-674,Transit,2021,M,3514.0,0.42,0.42,0.17,4.81,46.0851,14.203,9.469,13.0914
TOI-677 b,TOI-677,Transit,2020,F,6295.0,1.28,1.181,0.0,4.291,141.812,9.822,8.429,9.66082
TOI-700 b,TOI-700,Transit,2020,M,3459.0,0.421,0.415,-0.07,4.809,31.1265,13.151,8.634,12.0665
TOI-700 c,TOI-700,Transit,2020,M,3459.0,0.421,0.415,-0.07,4.809,31.1265,13.151,8.634,12.0665
TOI-700 d,TOI-700,Transit,2020,M,3459.0,0.421,0.415,-0.07,4.809,31.1265,13.151,8.634,12.0665
TOI-700 e,TOI-700,Transit,2023,M,3459.0,0.421,0.415,-0.07,4.809,31.1265,13.151,8.634,12.0665
TOI-712 b,TOI-712,Transit,2022,K,4622.0,0.674,0.732,-0.02,4.645,58.6212,10.838,8.313,10.5785
TOI-712 c,TOI-712,Transit,2022,K,4622.0,0.674,0.732,-0.02,4.645,58.6212,10.838,8.313,10.5785
TOI-712 d,TOI-712,Transit,2022,K,4622.0,0.674,0.732,-0.02,4.645,58.6212,10.838,8.313,10.5785
TOI-715 b,TOI-715,Transit,2023,M,3075.0,0.24,0.225,-0.25,5.0,42.4048,16.683,10.917,14.894
TOI-7166 b,TOI-7166,Transit,2025,M,3099.0,0.222,0.19,-0.2,5.02,35.4153,15.79,10.598,14.4918
TOI-733 b,TOI-733,Transit,2023,G,5585.0,0.949,0.956,-0.04,4.47,75.2092,9.44,7.845,9.28881
TOI-7384 b,TOI-7384,Transit,2026,M,3185.0,0.319,0.318,0.0,4.93,66.7902,16.704,11.096,15.0456
TOI-7510 b,TOI-7510,Transit,2025,G,5720.0,1.035,1.063,0.25,4.439,249.006,11.989,10.211,11.7871
TOI-7510 c,TOI-7510,Transit,2025,G,5720.0,1.035,1.063,0.25,4.439,249.006,11.989,10.211,11.7871
TOI-7510 d,TOI-7510,Transit,2025,G,5720.0,1.035,1.063,0.25,4.439,249.006,11.989,10.211,11.7871
TOI-756 b,TOI-756,Transit,2025,M,3657.0,0.505,0.505,0.196,4.735,86.1759,14.607,10.274,13.6961
TOI-756 c,TOI-756,Radial Velocity,2025,M,3657.0,0.505,0.505,0.196,4.735,86.1759,14.607,10.274,13.6961
TOI-757 b,TOI-757,Transit,2024,K,5278.0,0.78,0.8,-0.27,4.5,60.3418,9.743,7.874,9.55369
TOI-763 b,TOI-763,Transit,2020,G,5450.0,0.897,0.917,0.01,4.45,95.1274,10.265,8.49,9.99915
TOI-763 c,TOI-763,Transit,2020,G,5450.0,0.897,0.917,0.01,4.45,95.1274,10.265,8.49,9.99915
TOI-771 b,TOI-771,Transit,2024,M,3370.0,0.232,0.22,-0.13,4.8,25.2788,14.888,9.664,13.3671
TOI-771 c,TOI-771,Radial Velocity,2025,M,3370.0,0.232,0.22,-0.13,4.8,25.2788,14.888,9.664,13.3671
TOI-776 b,TOI-776,Transit,2020,M,3725.0,0.547,0.542,-0.21,4.8,27.1701,11.536,7.615,10.7409
TOI-776 c,TOI-776,Transit,2020,M,3725.0,0.547,0.542,-0.21,4.8,27.1701,11.536,7.615,10.7409
TOI-778 b,TOI-778,Transit,2023,F,6643.0,1.71,1.4,0.0,4.05,161.743,9.109,8.055,8.99436
TOI-784 b,HD 307842,Transit,2023,G,5558.0,0.907,0.91,-0.13,4.48,64.5997,9.412,7.64,9.23501
TOI-813 b,TOI-813,Transit,2020,G,5907.0,1.94,1.32,0.1,3.86,263.145,10.358,9.029,10.2352
TOI-815 b,TOI-815,Transit,2024,K,4869.0,0.77,0.776,-0.09,4.51,59.7117,10.217,7.999,9.93978
TOI-815 c,TOI-815,Transit,2024,K,4869.0,0.77,0.776,-0.09,4.51,59.7117,10.217,7.999,9.93978
TOI-824 b,TOI-824,Transit,2020,K,4600.0,0.695,0.71,-0.092,4.605,63.9262,11.314,8.432,10.7616
TOI-836 b,TOI-836,Transit,2023,K,4552.0,0.665,0.678,-0.284,4.743,27.5024,9.92,6.804,9.40475
TOI-836.01,TOI-836,Transit,2021,K,4552.0,0.665,0.678,-0.284,4.743,27.5024,9.92,6.804,9.40475
TOI-837 b,TOI-837,Transit,2020,F,5995.0,1.052,1.142,0.01,4.453,142.488,10.635,8.933,10.356
TOI-849 b,TOI-849,Transit,2020,G,5257.0,0.97,0.97,0.19,4.48,225.734,11.981,10.418,12.0645
TOI-858 B b,TOI-858 B,Transit,2023,G,5842.0,1.308,1.081,0.153,4.238,250.489,11.183,9.722,11.0695
TOI-880 c,TOI-880,Transit,2025,K,5050.0,0.83,0.87,0.23,4.53,60.6679,10.104,7.954,9.83708
TOI-880.02,TOI-880,Transit,2024,K,5050.0,0.83,0.87,0.23,4.53,60.6679,10.104,7.954,9.83708
TOI-892 b,TOI-892,Transit,2020,F,6261.0,1.39,1.28,0.24,4.26,340.543,11.43,10.106,11.3435
TOI-908 b,TOI-908,Transit,2023,G,5626.0,1.028,0.95,0.08,4.45,175.748,11.316,9.637,11.1061
TOI-912 b,TOI-912,Transit,2025,M,3572.0,0.419,0.418,-0.19,4.98,26.1072,12.67,8.204001,11.6502
TOI-942 b,TOI-942,Transit,2020,K,4969.0,0.894,0.822,-0.221,4.314,152.601,11.982,9.639,11.6346
TOI-942 c,TOI-942,Transit,2020,K,4969.0,0.894,0.822,-0.221,4.314,152.601,11.982,9.639,11.6346
TOI-969 b,TOI-969,Transit,2022,K,4435.0,0.671,0.734,0.175,4.55,77.2554,11.646,8.879,11.2667
TOI-969 c,TOI-969,Radial Velocity,2022,K,4435.0,0.671,0.734,0.175,4.55,77.2554,11.646,8.879,11.2667
TRAPPIST-1 b,TRAPPIST-1,Transit,2016,M,2566.0,0.1192,0.0898,0.052,5.2396,12.42988881,17.02,10.296,15.6451
TRAPPIST-1 c,TRAPPIST-1,Transit,2016,M,2566.0,0.1192,0.0898,0.052,5.2396,12.42988881,17.02,10.296,15.6451
TRAPPIST-1 d,TRAPPIST-1,Transit,2016,M,2566.0,0.1192,0.0898,0.052,5.2396,12.42988881,17.02,10.296,15.6451
TRAPPIST-1 e,TRAPPIST-1,Transit,2017,M,2566.0,0.1192,0.0898,0.052,5.2396,12.42988881,17.02,10.296,15.6451
TRAPPIST-1 f,TRAPPIST-1,Transit,2017,M,2566.0,0.1192,0.0898,0.052,5.2396,12.42988881,17.02,10.296,15.6451
TRAPPIST-1 g,TRAPPIST-1,Transit,2017,M,2566.0,0.1192,0.0898,0.052,5.2396,12.42988881,17.02,10.296,15.6451
TRAPPIST-1 h,TRAPPIST-1,Transit,2017,M,2566.0,0.1192,0.0898,0.052,5.2396,12.42988881,17.02,10.296,15.6451
TYC 2187-512-1 b,TYC 2187-512-1,Radial Velocity,2022,M,3734.0,0.495,0.498,0.08,4.68,15.4744,10.58,6.595,9.77026
Teegarden's Star b,Teegarden's Star,Radial Velocity,2019,M,3034.0,0.12,0.097,-0.11,5.19,3.83078,15.13,7.585,12.2746
Teegarden's Star c,Teegarden's Star,Radial Velocity,2019,M,3034.0,0.12,0.097,-0.11,5.19,3.83078,15.13,7.585,12.2746
Teegarden's Star d,Teegarden's Star,Radial Velocity,2024,M,3034.0,0.12,0.097,-0.11,5.19,3.83078,15.13,7.585,12.2746
TrES-1 b,TrES-1,Transit,2004,K,5230.0,0.85,1.04,0.02,4.57,159.658,11.424,9.819,11.5565
TrES-2 b,TrES-2,Transit,2006,G,5850.0,1.12,1.36,-0.15,4.43,215.32,11.254,9.846,11.2819
TrES-3 b,TrES-3,Transit,2007,G,5650.0,0.829,0.928,-0.19,4.4,231.337,12.362,10.608,12.1995
TrES-4 b,TrES-4,Transit,2007,F,6200.0,1.66,1.08,0.14,4.06,515.98,11.932,10.33,11.4731
UCAC3 113-933 b,UCAC3 113-933,Imaging,2024,M,3864.0,0.564484,0.61,-0.95,4.68147,52.5829,12.501,8.866,11.8242
V1298 Tau b,V1298 Tau,Transit,2019,K,4970.0,1.32,1.1,0.1,4.227,108.199,10.115,8.094,10.0702
V1298 Tau c,V1298 Tau,Transit,2019,K,4970.0,1.32,1.1,0.1,4.227,108.199,10.115,8.094,10.0702
V1298 Tau d,V1298 Tau,Transit,2019,K,4970.0,1.32,1.1,0.1,4.227,108.199,10.115,8.094,10.0702
V1298 Tau e,V1298 Tau,Transit,2019,K,4970.0,1.32,1.1,0.1,4.227,108.199,10.115,8.094,10.0702
WASP-1 b,WASP-1,Transit,2007,F,6110.0,1.47,1.24,0.17,4.207,393.072,11.308,10.276,11.5349
WASP-10 b,WASP-10,Transit,2008,K,4675.0,0.698,0.75,0.03,4.627,140.998,12.413,9.983,12.1739
WASP-100 b,WASP-100,Transit,2014,F,6900.0,1.57,0.77,-0.03,4.35,364.411,10.798,9.669,10.6151
WASP-101 b,WASP-101,Transit,2014,F,6380.0,1.31,1.41,0.2,4.31,201.224,10.336,9.075,10.138
WASP-103 b,WASP-103,Transit,2014,F,6110.0,1.436,1.22,0.06,4.22,375.647,12.402,10.767,12.1931
WASP-104 b,WASP-104,Transit,2014,G,5475.0,0.963,1.076,0.32,4.503,185.932,11.779,9.882,11.5931
WASP-105 b,WASP-105,Transit,2017,K,5070.0,0.9,0.89,0.28,4.2,169.272,12.049,9.935,11.8445
WASP-106 b,WASP-106,Transit,2014,F,6002.0,1.47,1.175,-0.02,4.49,352.181,11.21,10.161,11.3659
WASP-107 b,WASP-107,Transit,2017,K,4425.0,0.657,0.683,0.02,4.633,64.7414,11.592,8.637,11.174
WASP-107 c,WASP-107,Radial Velocity,2020,K,4425.0,0.657,0.683,0.02,4.633,64.7414,11.592,8.637,11.174
WASP-108 b,WASP-108,Transit,2020,F,6783.0,1.34415,1.167,0.1478,4.24271,258.777,11.211,9.795,11.1081
WASP-11 b,WASP-11,Transit,2008,K,4800.0,0.89,1.42,0.0,4.45,124.73,11.567,9.421,11.5535
WASP-110 b,WASP-110,Transit,2021,G,5392.0,0.853,0.814,-0.15,4.487,274.96,12.762,10.871,12.5517
WASP-113 b,WASP-113,Transit,2016,G,5890.0,1.608,1.318,0.1,4.2,435.156,11.761,10.311,11.6041
WASP-114 b,WASP-114,Transit,2016,G,5940.0,1.43,1.289,0.14,4.3,523.337,12.685,11.074,12.5227
WASP-117 b,WASP-117,Transit,2014,F,6040.0,1.22,1.29,-0.11,4.28,157.963,10.139,8.78,10.0269
WASP-118 b,WASP-118,Transit,2016,F,6410.0,1.696,1.32,0.16,4.1,376.658,11.009,9.788,10.9196
WASP-119 b,WASP-119,Transit,2016,G,5650.0,1.2,1.02,0.14,4.26,302.448,12.314,10.545,12.1014
WASP-120 b,WASP-120,Transit,2016,F,6450.0,1.68443,1.393,-0.05,4.035,381.174,10.96,9.877,10.8989
WASP-121 b,WASP-121,Transit,2016,F,6628.0,1.461,1.33,0.17,4.251,269.898,10.514,9.374,10.3746
WASP-123 b,WASP-123,Transit,2016,G,5740.0,1.285,1.166,0.18,4.286,197.996,11.03,9.362001,10.8999
WASP-124 b,WASP-124,Transit,2016,F,6050.0,1.02,1.07,-0.02,4.44,448.637,12.724,11.31,12.5754
WASP-126 b,WASP-126,Transit,2016,G,5800.0,1.27,1.12,0.2068,4.28,216.526,10.994,9.598,11.0665
WASP-126 c,WASP-126,Transit Timing Variations,2019,G,5800.0,1.27,1.12,0.2068,4.28,216.526,10.994,9.598,11.0665
WASP-129 b,WASP-129,Transit,2016,G,5900.0,0.9,1.0,0.15,4.53,301.462,12.179,10.412,11.8127
WASP-130 b,WASP-130,Transit,2016,G,5625.0,0.96,1.04,0.26,4.49,172.256,11.104,9.461,10.9717
WASP-131 b,WASP-131,Transit,2016,G,5990.0,1.561,1.06,-0.2,4.075,200.075,10.068,8.573,9.86708
WASP-132 b,WASP-132,Transit,2016,K,4686.0,0.758,0.789,0.15,4.56,122.91,11.938,9.674,11.7538
WASP-132 c,WASP-132,Transit,2022,K,4686.0,0.758,0.789,0.15,4.56,122.91,11.938,9.674,11.7538
WASP-132 d,WASP-132,Radial Velocity,2024,K,4686.0,0.758,0.789,0.15,4.56,122.91,11.938,9.674,11.7538
WASP-133 b,WASP-133,Transit,2016,G,5700.0,1.44,1.16,0.29,4.18,559.084,12.891,11.18,12.7146
WASP-135 b,WASP-135,Transit,2015,G,5675.0,0.96,0.98,0.02,4.47,298.214,13.181,11.037,13.0045
WASP-136 b,WASP-136,Transit,2016,F,6250.0,2.39014,1.41,-0.18,3.9,275.587,9.974,8.805,9.81929
WASP-139 b,WASP-139,Transit,2016,K,5310.0,0.8,0.92,0.2,4.59,212.472,12.456,10.472,12.2715
WASP-140 b,WASP-140,Transit,2016,K,5300.0,0.87,0.9,0.12,4.51,117.598,11.118,9.165,10.8202
WASP-141 b,WASP-141,Transit,2016,F,5900.0,1.37,1.25,0.29,4.26,516.543,12.65,11.194,12.4822
WASP-142 b,WASP-142,Transit,2016,F,6010.0,1.64,1.33,0.26,4.13,730.933,12.871,11.442,12.7568
WASP-144 b,WASP-144,Transit,2018,K,5200.0,0.81,0.81,0.18,4.53,355.513,13.085,10.897,12.915
WASP-145 A b,WASP-145 A,Transit,2018,K,4900.0,0.68,0.76,-0.04,4.65,91.299,11.636,9.194,11.3583
WASP-147 b,WASP-147,Transit,2018,G,5702.0,1.429,1.044,0.092,4.21,436.098,12.681,10.857,12.1832
WASP-148 b,WASP-148,Transit,2020,G,5555.0,0.912,0.954,0.099,4.496,246.353,12.036,10.506,12.0845
WASP-148 c,WASP-148,Radial Velocity,2020,G,5555.0,0.912,0.954,0.099,4.496,246.353,12.036,10.506,12.0845
WASP-15 b,WASP-15,Transit,2009,F,6300.0,1.48,1.18,-0.17,4.35,282.091,10.972,9.693,10.797
WASP-150 b,WASP-150,Transit,2020,F,6218.0,1.651,1.394,0.156,4.147,527.995,12.026,10.747,11.9151
WASP-151 b,WASP-151,Transit,2017,G,5871.0,1.181,1.081,0.1,4.35,453.099,12.821,11.187,12.6278
WASP-153 b,WASP-153,Transit,2017,G,5914.0,1.73,1.336,0.34,4.1,610.176,12.591,11.051,12.4967
WASP-156 b,WASP-156,Transit,2017,K,4987.0,0.8268,0.8712,0.305,4.541,122.066,11.559,9.339,11.3227
WASP-157 b,WASP-157,Transit,2016,G,5772.0,1.1,1.06,0.25,4.38,334.037,12.397,10.764,12.1818
WASP-158 b,WASP-158,Transit,2018,F,6350.0,1.39,1.38,0.24,4.3,524.993,12.044,10.881,12.0911
WASP-159 b,WASP-159,Transit,2018,F,6120.0,2.11,1.41,0.22,3.94,715.383,12.836,11.017,12.2951
WASP-160 B b,WASP-160 B,Transit,2018,K,5298.0,0.868,0.87,0.27,4.49546,288.326,13.04,11.055,12.8842
WASP-162 b,WASP-162,Transit,2018,K,5300.0,1.11,0.95,0.28,4.33,310.841,12.213,10.466,12.0652
WASP-164 b,WASP-164,Transit,2018,G,5806.0,0.932,0.946,-0.01,4.45645,327.506,12.603,10.959,12.4679
WASP-165 b,WASP-165,Transit,2018,G,5599.0,1.75,1.248,0.33,3.93,602.236,12.816,11.024,12.5435
WASP-166 b,WASP-166,Transit,2019,F,6050.0,1.22,1.19,0.19,4.34,114.173,9.351,8.032,9.257
WASP-167 b,WASP-167,Transit,2017,F,7000.0,1.79,1.59,0.1,4.13,423.552,10.517,9.76,10.5786
WASP-168 b,WASP-168,Transit,2018,F,6000.0,1.12,1.08,-0.01,4.37,303.941,12.124,10.443,11.7139
WASP-169 b,WASP-169,Transit,2019,F,6110.0,2.011,1.337,0.06,3.958,627.066,12.167,10.483,11.7206
WASP-17 b,WASP-17,Transit,2009,F,6550.0,1.49,2.28,-0.25,4.2,405.908,11.588,10.224,11.3803
WASP-171 b,WASP-171,Transit,2019,G,5965.0,1.637,1.171,0.04,4.08,757.84,12.612,11.104,12.4407
WASP-172 b,WASP-172,Transit,2018,F,6900.0,1.91,1.49,-0.1,4.05,538.11,10.988,10.13,11.0099
WASP-173 A b,WASP-173 A,Transit,2018,G,5800.0,1.11,1.05,0.16,4.37,232.98,11.15,10.002,11.3975
WASP-174 b,WASP-174,Transit,2018,F,6399.0,1.347,1.24,0.06,4.273,410.149,11.803,10.579,11.6826
WASP-175 b,WASP-175,Transit,2019,F,6229.0,1.204,1.212,0.15,4.359,539.36,12.959,11.471,12.7065
WASP-176 b,WASP-176,Transit,2020,F,5941.0,1.925,1.345,0.164,3.995,568.42,12.006,10.648,11.9392
WASP-177 b,WASP-177,Transit,2019,K,5017.0,0.885,0.876,0.25,4.486,176.818,12.312,10.163,12.0715
WASP-178 b,WASP-178,Transit,2019,A,9360.0,1.67,2.07,0.21,4.31,427.678,9.946,9.703,9.91226
WASP-18 b,WASP-18,Transit,2009,F,6432.0,1.319,1.294,0.107,4.31,123.483,9.28,8.131,9.16617
WASP-180 A b,WASP-180 A,Transit,2019,F,6600.0,1.19,1.3,0.1,4.42,253.985,10.655,9.812,10.9134
WASP-181 b,WASP-181,Transit,2019,G,5839.0,0.965,1.04,0.09,4.487,437.495,12.924,11.443,12.783
WASP-182 b,WASP-182,Transit,2019,G,5638.0,1.34,1.076,0.27,4.218,327.602,11.98,10.431,11.917
WASP-183 b,WASP-183,Transit,2019,G,5313.0,0.871,0.784,-0.31,4.452,325.377,13.081,11.207,12.8148
WASP-184 b,WASP-184,Transit,2019,G,6000.0,1.65,1.23,0.12,4.09,663.231,12.771,11.262,12.5673
WASP-185 b,WASP-185,Transit,2019,G,5900.0,1.5,1.12,-0.02,4.13,279.35,11.101,9.505,10.8949
WASP-186 b,WASP-186,Transit,2020,F,6361.0,1.47,1.22,-0.08,4.193,278.514,10.81,9.532,10.6509
WASP-187 b,WASP-187,Transit,2020,F,6150.0,2.83,1.54,0.0,3.722,371.414,10.295,8.79,10.1318
WASP-19 b,WASP-19,Transit,2009,G,5616.0,1.006,0.965,0.04,4.417,268.325,12.248,10.481,12.1088
WASP-190 b,WASP-190,Transit,2019,F,6400.0,1.6,1.35,-0.02,4.17,542.251,11.645,10.65,11.6333
